ETC_20150317_000001	ケッピー
ETC_20150317_000563	何も知らない新米鉱員が蜘蛛の背中の水晶を掘ろうとして攻撃されることがあるそうです。
ETC_20150317_000564	蜂の群れ
ETC_20150317_000565	カルトロップ
ETC_20150317_000566	フィリボ
ETC_20150317_000567	小さくてかわいいので、油断した人たちがたくさん犠牲になりました。
ETC_20150317_000568	聖水_瓶
ETC_20150317_000569	ブランブルイベント
ETC_20150317_000570	チェーン
ETC_20150317_000571	隠れ身ボックス
ETC_20150317_000572	バット
ETC_20150317_000573	ミルティスが偵察のため世界中にばら撒いたコウモリは、今や本体とは無関係に増殖して脅威となっています。
ETC_20150317_000574	血に飢えたギンクラス
ETC_20150317_000575	漆黒のネザーボバイン
ETC_20150317_000576	狙いを定めたビテレジーナ
ETC_20150317_000577	キイロン
ETC_20150317_000578	テンテン
ETC_20150317_000579	シロテン
ETC_20150317_000580	個
ETC_20150317_000581	金床
ETC_20150317_000582	ホグマソルジャー
ETC_20150317_000583	ホグマはゴブリンよりも高い知能を持ち、道具も使いますが本能が強すぎて愚かな失敗を繰り返しています。
ETC_20150317_000584	ホグマアーチャー
ETC_20150317_000585	自律性を持つホグマたちがアーチャーの役割をすることもあります。
ETC_20150317_000586	ホグマシャーマン
ETC_20150317_000587	ホグマの中には経験を通じて能力を得る者もいます。ただ、シャーマンもホグマの本能からは逃れられません。
ETC_20150317_000588	エルム
ETC_20150317_000589	負傷者のところに集まる習性のため、エルムは人間の霊魂から力を得ているという説があります。
ETC_20150317_000590	グリーンエルム
ETC_20150317_000591	この種類のエルムには毒があります。
ETC_20150317_000592	イエローエルム
ETC_20150317_000593	メログシャーマン
ETC_20150317_000594	メログの変種です。メログの違いは変異の過程で発生したものと推測されています。
ETC_20150317_000595	メログポイズン
ETC_20150317_000596	本能的に攻撃しますが、知能に負けない能力を見せる爬虫類系変異モンスターです。
ETC_20150317_000597	ボスホグマ
ETC_20150317_000598	ホグマの中でも知能が高く、本能を適切に活かす方法を会得した群れのボス。主に人間との戦闘で活躍します。
ETC_20150317_000599	チュパルカ
ETC_20150317_000600	魔族がチュチュを使って生みだしたモンスターと推測されています。
ETC_20150317_000601	エロマーゴ
ETC_20150317_000602	憎たらしい見た目通りに凶暴です。
ETC_20150317_000603	エログア
ETC_20150317_000604	他のモンスター、特に昆虫型のモンスターにも攻撃をしかけます。
ETC_20150317_000605	グロル
ETC_20150317_000606	両生類が原型ですが、水のない場所でも狩りを出来るモンスターに変異し、旅人達の脅威となっています。
ETC_20150317_000607	ウェンディゴ
ETC_20150317_000608	人を襲撃してエサにする凶悪なモンスターです。
ETC_20150317_000609	リザードマン
ETC_20150317_000610	見た目と名前で原型がすぐに分かる野獣モンスターです。
ETC_20150317_000611	ターマ
ETC_20150317_000612	ターマも植物の胞子が変異したモンスターです。成長すると形態が変わるのかは分かっていません。
ETC_20150317_000613	ケパリ
ETC_20150317_000614	ケッピーとは関係ありません。これは動物に属します。
ETC_20150317_000615	コドモール
ETC_20150317_000616	女神が姿を消した後に起きた大きな変化の一つは、水中に棲んでいた生物が陸上で活動するようになったことです。
ETC_20150317_000617	コワック
ETC_20150317_000618	腐った肉を狙う習性は変わっていません。
ETC_20150317_000619	爆発トラップ
ETC_20150317_000620	恐ろしさで人を寄せ付けない女神像
ETC_20150317_000621	スキルポイントアップの女神像
ETC_20150317_000622	ステータスアップの女神像
ETC_20150317_000623	ゾーン移動の女神像
ETC_20150317_000624	レムール
ETC_20150317_000625	何が変異したモンスターなのか、まだ明らかになっていません。
ETC_20150317_000626	レムリア
ETC_20150317_000627	レムールと似ていて寒さにも強いです。
ETC_20150317_000628	ホグマファイター
ETC_20150317_000629	ホグマガードに似ていますが、実はかなりの戦闘経験を持つホグマです。
ETC_20150317_000630	ホグマガード
ETC_20150317_000631	力は強いものの、知能は最も低いホグマです。
ETC_20150317_000632	蔦
ETC_20150317_000633	アルパカ
ETC_20150317_000634	ユキダマン
ETC_20150317_000635	ヒドラ
ETC_20150317_000636	クライメン
ETC_20150317_000637	リーヴァピード
ETC_20150317_000638	コリメンシア
ETC_20150317_000639	ジャック・オー・ランタン
ETC_20150317_000640	モステム
ETC_20150317_000641	ハーピア
ETC_20150317_000642	ゲージングゴーレム
ETC_20150317_000643	モルディホーン
ETC_20150317_000644	マンティケン
ETC_20150317_000645	モヤブルカ
ETC_20150317_000646	ヴェローチャード
ETC_20150317_000647	ジガテ
ETC_20150317_000648	動物と鉱物が結合したモンスターで、最近はこのモンスターの様々な変種が見つかっています。
ETC_20150317_000649	ラージガテス
ETC_20150317_000650	ジガテの変種の一つです。
ETC_20150317_000651	デザートチュチュ
ETC_20150317_000652	チュチュは様々な種類があちこちで同時多発的に出没し、人や作物を襲っています。
ETC_20150317_000653	王陵ゲート
ETC_20150317_000654	イエロージガテ
ETC_20150317_000655	ブルーラージガテス
ETC_20150317_000656	狂乱のスペクターマスター
ETC_20150317_000657	ヴァーヴ
ETC_20150317_000658	小さいけれど原型に比べると巨大化したヴァーヴは、しつこく生命体の肉を狙います。
ETC_20150317_000659	狂ったブルーウッドスピリット
ETC_20150317_000660	冷徹のヒドラ
ETC_20150317_000661	狂ったグリーンウッドスピリット
ETC_20150317_000662	暗流のポアタ
ETC_20150317_000663	乱暴なグレーゴーレム
ETC_20150317_000664	埃を食うグラスモール
ETC_20150317_000665	正気を失ったウッドスピリット
ETC_20150317_000666	蒼白なリカウス
ETC_20150317_000667	堅固なキャラパス
ETC_20150317_000668	鉄壁のサイクロプス
ETC_20150317_000669	恐れ知らずのブルーセルシシア
ETC_20150317_000670	棘の生えたシャドウジェイラー
ETC_20150317_000671	岩鎧のロックトルトゥーガ
ETC_20150317_000672	走り回るネザーボバイン
ETC_20150317_000673	凶暴なモリック
ETC_20150317_000674	激しく揺れるヒュージゾーレム
ETC_20150317_000675	複眼のスローンウィーバー
ETC_20150317_000676	俊敏なベブラスピオン
ETC_20150317_000677	飛び跳ねるハニーピン
ETC_20150317_000678	岩食いキルメリーチ
ETC_20150317_000679	炎壺マグバーク
ETC_20150317_000680	熱されたアコン
ETC_20150317_000681	不屈のケッピーチーフテン
ETC_20150317_000682	奇怪なヴェローチャード
ETC_20150317_000683	旋風のハーピア
ETC_20150317_000684	あがきのジャイアントウッドゴブリン
ETC_20150317_000685	鋼鉄のデッドボーン
ETC_20150317_000686	暴れるアイアンバウム
ETC_20150317_000687	揺るがすエハート
ETC_20150317_000688	再び動きだしたシュナイム
ETC_20150317_000689	荒れ狂うミノタウロス
ETC_20150317_000690	ゆらめくデノプティック
ETC_20150317_000691	未熟なクライメン
ETC_20150317_000692	炎を放つジャック・オー・ランタン
ETC_20150317_000693	はためくモステム
ETC_20150317_000694	ご機嫌なモルディホーン
ETC_20150317_000695	見通しのマンティケン
ETC_20150317_000696	石棘のモヤブルカ
ETC_20150317_000697	錯乱したコリメンシア
ETC_20150317_000698	旋風のチェイファー
ETC_20150317_000699	強欲なデスウィーバー
ETC_20150317_000700	跋渉のサルティスタ
ETC_20150317_000701	煉獄のケルベロス
ETC_20150317_000702	冒涜のチャッパーリション
ETC_20150317_000703	騒がしいマインローダー
ETC_20150317_000704	アルマ
ETC_20150317_000705	目は無いけれど、聴覚と嗅覚が発達していて素早く動きます。
ETC_20150317_000706	ディマー
ETC_20150317_000707	いつも大事に持ち歩いている炎の珠で人を攻撃します。
ETC_20150317_000708	フラスコ
ETC_20150317_000709	魔術師たちの持ち物が変異したモンスターです。本来の用途によって異なる抵抗力があるそうです。
ETC_20150317_000710	ピラコン
ETC_20150317_000711	飛べなくて悲しいモンスター。
ETC_20150317_000712	シャーマンドール
ETC_20150317_000713	塔の魔術師たちが使う魔法被造物ですが、現在は魔族の影響で人間に敵対的になってしまいました。
ETC_20150317_000714	ブラックシャーマンドール
ETC_20150317_000715	イエローシャーマンドール
ETC_20150317_000716	マーモット
ETC_20150317_000717	魔族が塔を攻略していた時に影響を受けてモンスターとなり、特に魔術師を本能的に憎悪しています。
ETC_20150317_000718	ビッグスライム
ETC_20150317_000719	スライムは魔界に属する生物で、神樹の日以降数を増やしています。特に魔術師の塔の周辺に多いようです。
ETC_20150317_000720	グリーンビッグスライム
ETC_20150317_000721	イエロービッグスライム
ETC_20150317_000722	ブラックビッグスライム
ETC_20150317_000723	ファイアーゴーレム
ETC_20150317_000724	ホットゲージングゴーレム
ETC_20150317_000725	気高いトゥームロード
ETC_20150317_000726	ブルーゾーレム
ETC_20150317_000727	レッドパッチギャフ
ETC_20150317_000728	魔界の下級生物です。若干の知能があるようです。
ETC_20150317_000729	ターレット
ETC_20150317_000730	黄金の金床
ETC_20150317_000731	レキシファー人間型
ETC_20150317_000732	燃え上がるサラマンダー
ETC_20150317_000733	飢えたウェアウルフ
ETC_20150317_000734	醜いリーヴァピード
ETC_20150317_000735	幻惑のスペクター
ETC_20150317_000736	ジガテカスミニ
ETC_20150317_000737	ラフラワー
ETC_20150317_000738	植物学者は動くラフラワーが発見された当初、ツリーフィードという名を付けようとしたそうです。
ETC_20150317_000739	ビッグピョングリバー
ETC_20150317_000740	エロマーゴプチ
ETC_20150317_000741	デスモス
ETC_20150317_000742	リーフバグ
ETC_20150317_000743	ブラックラフラワー
ETC_20150317_000744	アイスウォール
ETC_20150317_000745	ゴブリンメイジ
ETC_20150317_000746	ゴブリンファイアーメイジ
ETC_20150317_000747	ゴブリンアイスメイジ
ETC_20150317_000748	ゴブリンシャーマン
ETC_20150317_000749	ウェンディゴディザーター
ETC_20150317_000750	クロマドッグ
ETC_20150317_000751	以前は火山付近にのみ生息するモンスターでした。
