ITEM_20150317_000001	なし_helmet
ITEM_20150317_000467	この武器の真の価値を引き出す初めての人になってください。
ITEM_20150317_000468	トレシークロスボウ
ITEM_20150317_000469	セスタスクロスボウ
ITEM_20150317_000470	ドラットクロスボウ
ITEM_20150317_000471	アストンクロスボウ
ITEM_20150317_000472	デビイクロスボウ
ITEM_20150317_000473	プリマクロスボウ
ITEM_20150317_000474	シューティングスター
ITEM_20150317_000475	以前は星の塔の研修課程を終えたアーチャーのみ使用できました。
ITEM_20150317_000476	カティンブラスター
ITEM_20150317_000477	神樹の日以降、レンジャーマスターがカーティン森のモンスターを研究し、彼らに効果的な武器を考案しました。ただし、誰でも勝手に使用しないように勧告しています。
ITEM_20150317_000478	グラジュス
ITEM_20150317_000479	片手クロスボウでも大きいモンスターを狩ることはできる？ここにその答えがあります。
ITEM_20150317_000480	デスウィーバークロスボウ
ITEM_20150317_000481	デスウィーバーが使用した武器ではありません。ある哀れな犠牲者が元の主人だったと思われます。
ITEM_20150317_000482	チャッパーリションシューター
ITEM_20150317_000483	モンスターを懲らしめるには、この弓だけで十分です。
ITEM_20150317_000484	イスバリティー
ITEM_20150317_000485	歴史上最高の名射手だったリディア・シャッフェンは魔族を狩ることにためらいはありませんでした。ただし、シャッフェンスターはこの製造書を外部に公開していないため獲得しにくいです。
ITEM_20150317_000486	モルト
ITEM_20150317_000487	エボニフォンがフィオナ・イエヴァに追跡され、武器さえも捨てて逃げた後、この製造書が広まってしまいました。これを信用して無謀にモンスターに攻めかかった愚かな冒険者達が犠牲になっています。
ITEM_20150317_000488	なし_weapon_Mace
ITEM_20150317_000489	粗悪なウッドクラブ
ITEM_20150317_000490	片手鈍器[打]
ITEM_20150317_000491	誰でも使用できる単純な武器です。
ITEM_20150317_000492	ウッドクラブ
ITEM_20150317_000493	普通の木もクレリックが持ったら、聖なる物になることもあります。
ITEM_20150317_000494	ダンケルアイアンクラブ
ITEM_20150317_000495	女神の裁きを代行するためには、このくらいの装備が必要です。
ITEM_20150317_000496	ローメイス
ITEM_20150317_000497	このくらいは持たないと、見習いクレリックを卒業したとは言えません。
ITEM_20150317_000498	モーニングスター
ITEM_20150317_000499	クレリックの間では、悔悟の鉄槌とも呼ばれています。
ITEM_20150317_000500	マレット
ITEM_20150317_000501	ベテランのクレリックは先端の装飾を利用し、様々な方法で攻撃します。
ITEM_20150317_000502	ゴーデンダッグ
ITEM_20150317_000503	これを使いこなすクレリックに会えば、クレリックたちは武器が苦手だとは言えないはずです。
ITEM_20150317_000504	ウォーピック
ITEM_20150317_000505	鈍器は防具を突き破りにくいって？例外もあります。
ITEM_20150317_000506	マウル
ITEM_20150317_000507	真面目に肉体を鍛えてきた者だけが、この武器の重さに耐えることができます。
ITEM_20150317_000508	バトルハンマー
ITEM_20150317_000509	モンスターの出現以降、鈍器の外見にも多くの変化が現れ始めました。
ITEM_20150317_000510	粗悪なゴーデンダッグ
ITEM_20150317_000511	粗悪なウォーピック
ITEM_20150317_000512	兵士のクラブ
ITEM_20150317_000513	チャプレンの公式兵器ですが、実際の従軍司祭はあまり使用していません。
ITEM_20150317_000514	村長のアイアンクラブ
ITEM_20150317_000515	武器ではなく、道具として使用した痕跡があります。
ITEM_20150317_000516	粗悪なメイス
ITEM_20150317_000517	チャカン
ITEM_20150317_000518	本来の意図は、複数の鈍器を合わせて一つの兵器を作ろうという単純な試みでした。
ITEM_20150317_000519	ヘビーウッドクラブ
ITEM_20150317_000520	アイアンクラブ
ITEM_20150317_000521	ヘビーアイアンクラブ
ITEM_20150317_000522	メイス
ITEM_20150317_000523	ヘビーモーニングスター
ITEM_20150317_000524	ヘビーマウル
ITEM_20150317_000525	ヘビーゴーデンダッグ
ITEM_20150317_000526	ダンケルマウル
ITEM_20150317_000527	ダンケルバトルハンマー
ITEM_20150317_000528	ダンケルメイス
ITEM_20150317_000529	ダンケルモーニングスター
ITEM_20150317_000530	ダンケルゴーデンダッグ
ITEM_20150317_000531	バトルマウル
ITEM_20150317_000532	フェディミアンクラブ
ITEM_20150317_000533	ルーンメイス
ITEM_20150317_000534	スパイククラブ
ITEM_20150317_000535	ステルスハンマー
ITEM_20150317_000536	ウォーハンマー
ITEM_20150317_000537	スレッジハンマー
ITEM_20150317_000538	フィフスハンマー
ITEM_20150317_000539	どこかで聞いたことあるような名前だと思うなら、それは気のせいです。この鈍器は徹底した計算により作られました。
ITEM_20150317_000540	スパイクメイス
ITEM_20150317_000541	片手鈍器[突]
ITEM_20150317_000542	鈍器は打撃ダメージを与えます。しかし、例外はどこにでもあります。
ITEM_20150317_000543	シールドブレーカー
ITEM_20150317_000544	究極の打撃はやはり敵の防具と盾を壊すことです。一度お試しください。
ITEM_20150317_000545	スカルクラッシャー
ITEM_20150317_000546	クレリックも殺意を感じることがあります。これを持っているクレリックの前では大人しくしていた方が良いでしょう。
ITEM_20150317_000547	ケミニスマウル
ITEM_20150317_000548	錬金術で作った武器の中で一番手抜きだと言われます。硬くないハンマーなんて…。
ITEM_20150317_000549	マウロスクラブ
ITEM_20150317_000550	王国の建国初期の様式で作られた鈍器です。今は入手が難しくなりました。
ITEM_20150317_000551	バルタスモーニングスター
ITEM_20150317_000552	クレリックが魔族を相手にする場合は、この鈍器が基本的な武器になります。
ITEM_20150317_000553	インフェルニーメイス
ITEM_20150317_000554	昔はパードナーに限って安く購入できましたが、神樹の日以降、それはもう遠い昔の話になりました。
ITEM_20150317_000555	サンクスマウル
ITEM_20150317_000556	最初にこの武器を作りだしたのはモンクでした。今は多くのクレリックに使われています。
ITEM_20150317_000557	マイナーハンマー
ITEM_20150317_000558	適切に加工すると、作業道具も武器になり得ます。深い鉱山では武器と道具を両方持ち歩く必要はありません。
ITEM_20150317_000559	アラスのアイアンクラブ
ITEM_20150317_000560	簡単な魔法をかける武器で、クレリックまたはウィザード、アルケミストさらにベテランの鍛冶屋も製造できます。
ITEM_20150317_000561	スミスメイス
ITEM_20150317_000562	この武器の威力は、持ち主の能力や信仰心とは無関係です。
ITEM_20150317_000563	クラビスメイス
ITEM_20150317_000564	歴史上にこの武器を使用した偉人がいなかったということにがっかりしないでください。あなたが最初の偉人になるかもしれません。
ITEM_20150317_000565	ディオメイス
ITEM_20150317_000566	トレシーメイス
ITEM_20150317_000567	セスタスメイス
ITEM_20150317_000568	ドラットメイス
ITEM_20150317_000569	アストンメイス
ITEM_20150317_000570	デビイメイス
ITEM_20150317_000571	プリマメイス
ITEM_20150317_000572	ホーリースマッシャー
ITEM_20150317_000573	クレリックは皆、神聖な力に誇りを持っているので、この武器の製造書はとんでもないところで発見されることがあります。
ITEM_20150317_000574	カル―ハンマー
ITEM_20150317_000575	神樹の日以降、新しいモンスターの出現により、新しい武器製造の可能性も広がりました。不幸中の幸いとも言えるでしょう。
ITEM_20150317_000576	ドレイクテール
ITEM_20150317_000577	この武器を作り出した人は、王国の建国期よりもはるかに昔の人だったと伝えられています。未だにこの製造の秘法が後世に伝授されていることは驚きです。
ITEM_20150317_000578	ロイヤルメイス
ITEM_20150317_000579	元々は王室の認可を得たクレリックのみ製造・所持できる装備でしたが、神樹の日以降、そのような制約は名ばかりのものになりました。
ITEM_20150317_000580	ゴブリンモーニングスター
ITEM_20150317_000581	 - 攻撃すると、3%の確率で敵を3秒間スタン
ITEM_20150317_000582	たまにゴブリンたちも良い武器を持っていることがあります。
ITEM_20150317_000583	デスウィーバークラブ
ITEM_20150317_000584	デスウィーバーに命を奪われた元の主人の最期に黙祷を
ITEM_20150317_000585	チャッパーリションメイス
ITEM_20150317_000586	どんな変異モンスターでも、この武器の効果ははっきりと現れます。
ITEM_20150317_000587	スタナー
ITEM_20150317_000588	あるクレリックは説教以外の方法で相手をぼーっとさせることがあります。
