SKILL_20150317_000001	攻撃
SKILL_20150317_000370	[パントファイター] 物理、斬る、地属性、1回攻撃
SKILL_20150317_000371	[アルタヌン] 物理突き攻撃 毒属性で1回攻撃
SKILL_20150317_000372	[アルタヌン] マジック 毒属性 マジック
SKILL_20150317_000373	[ルバボス] 物理、打撃、氷属性で1回攻撃
SKILL_20150317_000374	[ルバボス] マジック、マジック、氷属性で1回攻撃
SKILL_20150317_000375	[エリートスライム] 物理、打撃、地属性、1回攻撃
SKILL_20150317_000376	[ブッシュスパイダー] 物理、打撃、無属性、1回攻撃
SKILL_20150317_000377	[ポクブ] 物理、打撃、地属性、1打前方へ頭を打ち下ろす
SKILL_20150317_000378	[マリー] 1回 物理、打撃、毒属性
SKILL_20150317_000379	[マラド] 物理、打撃、地属性で1回攻撃
SKILL_20150317_000380	[マラド] 物理、打撃、地属性 ホイールウィンド
SKILL_20150317_000381	[グルーマー] 物理、打撃、毒属性、1回攻撃
SKILL_20150317_000382	[ハミングバード] 物理、突き、毒属性で1回攻撃
SKILL_20150317_000383	[リーフライ] 物理、斬る、雷属性、1回攻撃
SKILL_20150317_000384	[デザートチュチュ]バフ、マジック、ハイド体力回復
SKILL_20150317_000385	[デザートチュチュ] 物理、殴る、地属性で1回攻撃
SKILL_20150317_000386	[クロマドッグ] 物理、打撃、炎属性で1回攻撃
SKILL_20150317_000387	[シードミア] 物理、殴る、毒属性、1回攻撃
SKILL_20150317_000388	[シードミア] 物理、殴る、毒属性、1回遠距離攻撃
SKILL_20150317_000389	[グラック] 物理、斬る、闇属性で1回攻撃
SKILL_20150317_000390	[グラック] マジック、マジック、闇属性で1回攻撃
SKILL_20150317_000391	[ウペント] 物理、斬る、氷属性で1回攻撃氷結デバフ
SKILL_20150317_000392	[ウペント] 物理、斬る、氷属性で1回攻撃
SKILL_20150317_000393	[ロデリン] 物理、斬る、闇属性で1回攻撃
SKILL_20150317_000394	[ロデリン] 物理、斬る、闇属性で一直線に遠距離攻撃
SKILL_20150317_000395	[ロデリン] 物理、斬る、闇属性 前方へ1回円形ターゲット
SKILL_20150317_000396	[グリザードン] 物理、斬る、闇属性で2回攻撃
SKILL_20150317_000397	[グリザードン] 物理、斬る、闇属性 ホイールウィンド 4回攻撃
SKILL_20150317_000398	[グリザードン] 物理、斬る、闇属性 打ち下ろす 1回攻撃
SKILL_20150317_000399	[コリアス] 物理、打撃、闇属性で1回攻撃
SKILL_20150317_000400	[レッドロクソドン] 物理、打撃、炎属性で1回攻撃
SKILL_20150317_000401	[ビーテロス] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000402	[メンティウッド] 物理、斬る、雷属性で1回攻撃
SKILL_20150317_000403	[メンティウッド] 物理、斬る、雷属性 両手1回攻撃
SKILL_20150317_000404	[イノーム] マジック、マジック、雷属性で2回攻撃
SKILL_20150317_000405	[イノーム] マジック、マジック、雷属性 前方へ落雷攻撃
SKILL_20150317_000406	[ビートウ] 物理、斬る、雷属性で1回攻撃
SKILL_20150317_000407	[ビートウ] 物理、斬る、雷属性
SKILL_20150317_000408	[ポンデル] 物理、斬る、闇属性で1回攻撃
SKILL_20150317_000409	[ポンデル] 物理、斬る、闇属性で3回攻撃
SKILL_20150317_000410	[カルカシュ] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000411	[カルカシュ] 物理、打撃、毒属性 4回攻撃
SKILL_20150317_000412	[ブラックマイズ] 物理、打撃、毒属性 
SKILL_20150317_000413	[フィレント] 物理、地属性、殴り攻撃で1回攻撃
SKILL_20150317_000414	[フィレント] 
SKILL_20150317_000415	[スペクターマスター] 
SKILL_20150317_000416	[ゴーレム] 連続攻撃、右側
SKILL_20150317_000417	[ゴーレム] 連続攻撃、左側
SKILL_20150317_000418	[ゴーレム] ライトスマッシュ
SKILL_20150317_000419	[ゴーレム] スマッシュ
SKILL_20150317_000420	[ゴーレム] 咆哮
SKILL_20150317_000421	[フィレント] トランスフォームバフ使用
SKILL_20150317_000422	[ヴェリグラー] 物理、斬る、毒属性で1回攻撃
SKILL_20150317_000423	[ライカンクロップス] 物理、斬る、毒属性で1回攻撃
SKILL_20150317_000424	[デュマロ] 物理、斬る、毒属性で1回攻撃
SKILL_20150317_000425	[ティッケン] 物理、突き、闇属性で1回攻撃
SKILL_20150317_000426	[トゥケン] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000427	[シャウレムソードマン] 物理、斬る、毒属性で1回攻撃
SKILL_20150317_000428	[シャウレムラグン] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000429	[シャウレムシャーマン] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000430	[ミニバーン] 物理、打撃、氷属性で1回攻撃
SKILL_20150317_000431	[クロニュート] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000432	[インフロホグラン] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000433	[コリースタンプ] 物理、打撃、雷属性で1回攻撃
SKILL_20150317_000434	[ラパセイプ] 物理、斬る、毒属性で1回攻撃
SKILL_20150317_000435	[インフロブラッド] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000436	[リーフバグ] 1回 物理、地属性、殴る
SKILL_20150317_000437	[ハナミン] 1回 物理、地属性、打撃
SKILL_20150317_000438	[クリスタルスパイダー] 1回 物理、氷属性、突き
SKILL_20150317_000439	[グレーユコプス] 1回 マジック、氷属性、打撃
SKILL_20150317_000440	[グレーポクブ] 
SKILL_20150317_000441	[レッドゴブリンアーチャー] 遠距離、突き、炎属性で1回攻撃
SKILL_20150317_000442	[レッドフィッシャーマン] 1回、物理、打撃、炎属性
SKILL_20150317_000443	[レッドフィッシャーマン] マジック、バフ、アグレッサーバフスキル
SKILL_20150317_000444	[シーモフ] 物理、地属性、打撃
SKILL_20150317_000445	[ダッキー] 物理、打撃、炎属性で1回攻撃
SKILL_20150317_000446	[ヨノーム] マジック、マジック、雷属性で1回攻撃
SKILL_20150317_000447	[パウンド] 物理、遠距離、闇属性で1回攻撃
SKILL_20150317_000448	[ペンディンマイアー] 
SKILL_20150317_000449	[ブラウンジグリ] 物理、斬る、地属性で1回攻撃
SKILL_20150317_000450	[ブラウンジグリ] 物理、斬る、地属性で2回攻撃
SKILL_20150317_000451	[ブラックジグリ] 物理、斬る、闇属性で1回攻撃
SKILL_20150317_000452	[ブラックジグリ] 物理、斬る、闇属性で2回攻撃
SKILL_20150317_000453	[ブラックウッドゴブリン] 物理、打撃、闇属性で1回攻撃
SKILL_20150317_000454	[ジガテカス] 物理、突き、地属性で1回攻撃
SKILL_20150317_000455	[ジガテカス] 物理、突き、地属性で2回攻撃
SKILL_20150317_000456	[レッドグリバー] 物理、打撃、炎属性で1回攻撃
SKILL_20150317_000457	[レッドグリバー] 物理、打撃、炎属性で2回攻撃
SKILL_20150317_000458	[レッドオールドケッピー] 物理、打撃、炎属性で1回攻撃 
SKILL_20150317_000459	[ブラックラフレシア] 遠距離、マジック、闇属性 遠距離砲撃
SKILL_20150317_000460	[ブラックラフレシア] 物理、マジック、闇属性で1回攻撃
SKILL_20150317_000461	[レッドインフロラクター] 物理、打撃、炎属性で1回攻撃
SKILL_20150317_000462	[レッドインフロラクター] マジック、ブロック率アップバフ
SKILL_20150317_000463	[グリーンエルム] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000464	[グリーンポクボーン] 物理、突き、毒属性で1回攻撃
SKILL_20150317_000465	[グリーンポクボーン] 物理、突き、雷属性で1回攻撃
SKILL_20150317_000466	[ゴブリンチェイサー] 物理、突き、闇属性で2回攻撃
SKILL_20150317_000467	[ゴブリンチェイサー] 物理、突き、闇属性、5回攻撃
SKILL_20150317_000468	[シャーマンドール] 物理、突き、闇属性で1回攻撃
SKILL_20150317_000469	[グリーンドレイク] 物理、打撃、毒属性で1回攻撃
SKILL_20150317_000470	[グリーンドレイク] マジック、マジック、毒属性で1回攻撃
SKILL_20150317_000471	[ブラックドレイク] 物理、打撃、闇属性で1回攻撃
SKILL_20150317_000472	[ブラックドレイク] マジック、マジック、闇属性で1回攻撃
SKILL_20150317_000473	[ゴブリンソードマン] 物理、斬る、闇属性で1回攻撃
SKILL_20150317_000474	[ブループラギ] 物理、殴る、氷属性で1回攻撃
SKILL_20150317_000475	[レッドゴブリン] 物理、突き、炎属性で1回攻撃
SKILL_20150317_000476	[ブラックジャイアントグリバー] 物理、打撃、闇属性で1回攻撃
SKILL_20150317_000477	[ブラックジャイアントグリバー] マジック、マジック、闇属性で1回攻撃
SKILL_20150317_000478	[ブラックデスモドス] 物理、突き、闇属性で1回攻撃
SKILL_20150317_000479	[ラブレム] 物理、打撃、地属性で1回攻撃
SKILL_20150317_000480	[マッシュム] 魔法、打撃、炎属性。ファイアボール召喚
SKILL_20150317_000481	[ポンデル] 物理、斬る、闇属性で2回攻撃
SKILL_20150317_000482	[ディオニア] 物理無属性 打撃
SKILL_20150317_000483	[ディオニア] マジック 毒属性 打撃
SKILL_20150317_000484	[ベアカリス] 物理地属性 打撃
SKILL_20150317_000485	[ベアカリス] 物理地属性 斬る
SKILL_20150317_000486	[アボミネーション] 物理無属性 打撃
SKILL_20150317_000487	[アボミネーション] マジック 無属性 魔法
SKILL_20150317_000488	[幻惑のスペクター] 物理闇属性 魔法
SKILL_20150317_000489	[リカウス] 物理無属性 打撃
SKILL_20150317_000490	[リカウス] 物理闇属性 打撃
SKILL_20150317_000491	[ブランブル] 物理無属性 打撃
SKILL_20150317_000492	[ブランブル] 物理無属性 突き
SKILL_20150317_000493	[モリック] 物理闇属性 打撃
SKILL_20150317_000494	[モリック] マジック 闇属性 魔法
SKILL_20150317_000495	[セルシシア] 物理無属性 打撃
SKILL_20150317_000496	[セルシシア] 物理炎属性 打撃
SKILL_20150317_000497	[セルシシア] マジック 炎属性 魔法
SKILL_20150317_000498	[リカウス] マジック 闇属性 魔法
SKILL_20150317_000499	[スパルナスマン] 物理無属性 打撃
SKILL_20150317_000500	[スパルナスマン] 物理無属性 魔法
SKILL_20150317_000501	[トゥームメイデン] マジック 無属性 魔法
SKILL_20150317_000502	[トゥームメイデン] 物理無属性 打撃
SKILL_20150317_000503	[キュバス] 物理無属性 魔法
SKILL_20150317_000504	[キュバス] 物理雷属性 魔法
SKILL_20150317_000505	[キュバス] 物理氷属性 魔法
SKILL_20150317_000506	[キュバス] 物理炎属性 魔法
SKILL_20150317_000507	[グライネンダー] 物理炎属性 打撃
SKILL_20150317_000508	[グライネンダー] 物理炎属性 突き
SKILL_20150317_000509	[グライネンダー] 物理炎属性 魔法
SKILL_20150317_000510	[グライネンダー] マジック 炎属性 魔法
SKILL_20150317_000511	[パイロエゴ] 物理炎属性 打撃
SKILL_20150317_000512	[パイロエゴ] マジック 炎属性 魔法
SKILL_20150317_000513	[リトレックス] マジック 毒属性 魔法
SKILL_20150317_000514	[リトレックス] マジック 無属性 魔法
SKILL_20150317_000515	[モリック] 物理無属性 打撃
SKILL_20150317_000516	[リンクローラー] マジック 雷属性 魔法
SKILL_20150317_000517	[デッドボーン] 物理闇属性 打撃
SKILL_20150317_000518	[デッドボーン] 物理闇属性 斬る
SKILL_20150317_000519	[サラマンダー] 物理炎属性 打撃
SKILL_20150317_000520	[サラマンダー] 物理炎属性 突き
SKILL_20150317_000521	[ケッピーチーフテン] 物理無属性 打撃
SKILL_20150317_000522	[ケッピーチーフテン] マジック 無属性 打撃
SKILL_20150317_000523	[ゴーレム] 物理地属性 打撃
SKILL_20150317_000524	[幻惑のスペクター] マジック 闇属性 打撃
SKILL_20150317_000525	[スペクターマスター] マジック 闇属性 魔法
SKILL_20150317_000526	[ミルティス] 物理闇属性 斬る
SKILL_20150317_000527	[ミルティス] 物理闇属性 魔法
SKILL_20150317_000528	[ミルティス] マジック 闇属性 魔法
SKILL_20150317_000529	[ミルティス] マジック 闇属性 斬る
SKILL_20150317_000530	[サルティスタ] 物理氷属性 打撃
SKILL_20150317_000531	[サルティスタ] 物理氷属性 魔法
SKILL_20150317_000532	[ウッドスピリット] 物理無属性 打撃
SKILL_20150317_000533	[ウッドスピリット] 物理無属性 魔法
SKILL_20150317_000534	[ウッドスピリット] マジック 無属性 魔法
SKILL_20150317_000535	[ストーンホエール] マジック 地属性 魔法
SKILL_20150317_000536	[ギンクラス] 物理炎属性 打撃
SKILL_20150317_000537	[ヒュージゾーレム] 物理無属性 打撃
SKILL_20150317_000538	[ヒュージゾーレム] マジック 無属性 打撃
SKILL_20150317_000539	[トゥトゥ] 物理毒属性 打撃
SKILL_20150317_000540	[トゥトゥ] マジック 毒属性 魔法
SKILL_20150317_000541	[ビテレジーナ] 物理無属性 突き
SKILL_20150317_000542	[ビテレジーナ] 物理毒属性 斬る
SKILL_20150317_000543	[ビテレジーナ] 物理毒属性 魔法
SKILL_20150317_000544	[マスタージニー] 物理無属性 打撃
SKILL_20150317_000545	[マスタージニー] マジック 氷属性 魔法
SKILL_20150317_000546	[イルティスウォート] 物理無属性 打撃
SKILL_20150317_000547	[イルティスウォート] 物理毒属性 魔法
SKILL_20150317_000548	[レプス] 物理無属性 斬る
SKILL_20150317_000549	[マッシュカリア] 物理毒属性 魔法
SKILL_20150317_000550	[マッシュカリア] 物理毒属性 打撃
SKILL_20150317_000551	[エラガノス] 物理無属性 打撃
SKILL_20150317_000552	[ディオニア] マジック 無属性 魔法
SKILL_20150317_000553	[ストーンホエール] 物理地属性 打撃
SKILL_20150317_000554	[ストーンホエール] 物理地属性 突き
SKILL_20150317_000555	[ギンクラス] 物理炎属性 魔法
SKILL_20150317_000556	[レプス] マジック 無属性 打撃
SKILL_20150317_000557	[ジャイアントレッドウッド] マジック 炎属性 突き
SKILL_20150317_000558	[ベブラスピオン] 物理無属性 打撃
SKILL_20150317_000559	[ベブラスピオン] 物理雷属性 打撃
